Text,Chapter_Name
Chiller All On : Turns ON all chillers.,Starting and Stopping the System
Chiller All Off : Turns OFF all chillers.,Starting and Stopping the System
Press  Shutdown  on the right of the  Shutdown  screen.,Starting and Stopping the System
Press  OK  on the  Shutdown  dialog.,Starting and Stopping the System
"When executing the shutdown, the  System End  screen and the  Shutdown  dialog are displayed, and the system software starts the shutdown sequence.",Starting and Stopping the System
System End Screen and Shutdown Dialog,Starting and Stopping the System
Verify that the  Shutdown  dialog and  System End  screen are closed and the message  flushing ide Devices: Power down.  is displayed on the bottom line of the console screen.,Starting and Stopping the System
System Shutdown,Starting and Stopping the System
Open the switch box cover on the back of the loader module.,Starting and Stopping the System
Press the  MACHINE OFF  switch in the switch box located on the back of the loader module. MACHINE ON  switch will flash.  MACHINE OFF  switch will light up and the equipment will stop. Close the switch box cover.,Starting and Stopping the System
Loader Module (Back Side) Switch Box,Starting and Stopping the System
Turn off the breaker of the loader module (under the orienter).,Starting and Stopping the System
Turn off the process module breaker at the lower part of the process module on the maintenance side.,Starting and Stopping the System
Turn off the chiller main unit.,Starting and Stopping the System
"Open the AC power box front door, turn off the breakers and close the front door.",Starting and Stopping the System
"Turn off the AC Power Box main breakers (MAIN1, MAIN2).",Starting and Stopping the System
AC Power Box,Starting and Stopping the System
ON ON,Starting and Stopping the System
OFF OFF,Starting and Stopping the System
ON ON,Starting and Stopping the System
OFF OFF,Starting and Stopping the System
Lock Plate,Starting and Stopping the System
Restarting System Software,Starting and Stopping the System
Check that the process module is in the normal or maintenance mode.,Starting and Stopping the System
Display the  Shutdown  screen by pressing  Shutdown  from  System  of the group menu.,Starting and Stopping the System
Shutdown Screen,Starting and Stopping the System
Press  Restart  on the right of the  Shutdown  screen.,Starting and Stopping the System
"Press  OK  on the  Restart  dialog. When executing the restart, the  Restart  screen and the  Restart dialog are displayed, and the system software starts the restart sequence.",Starting and Stopping the System
System Restart Screen and Restart Dialog,Starting and Stopping the System
Symbols on the Screens Displayed upon Starting and Stopping the System,Starting and Stopping the System
This section describes the symbols that are displayed on the screens that appear when the system starts or stops.,Starting and Stopping the System
Symbols on the Unit Synchronization Screen,Starting and Stopping the System
This section describes the symbols that are displayed on the  Unit Synchronization  screen.,Starting and Stopping the System
The descriptions of the symbol that are displayed on the screen can also be checked from the  Help  on the group menu.,Starting and Stopping the System
Typical Symbols on the Synchronization Screen (Others),Starting and Stopping the System
Item Symbol Description,Starting and Stopping the System
Synchronize Status Undefined (light gray),Starting and Stopping the System
No Synchronize Module (red),Starting and Stopping the System
Synchronize Module (blue),Starting and Stopping the System
Independent Maintenance Module (dark gray),Starting and Stopping the System
Symbols on the Shutdown Screen,Starting and Stopping the System
"For the symbols that are displayed on the  Shutdown  screen, refer to  Checking the Equipment Status  in the  Basic Operations Manual .",Starting and Stopping the System
The descriptions of the symbol that are displayed on the screen can also be checked from the  Help  on the group menu.,Starting and Stopping the System
Special Port Usage,Special Port Usage
This chapter provides details on the special port usage.,Special Port Usage
"The information contained in this chapter has been prepared based on the specifications of the standard equipment. Throughout the manual, figures provided in this manual, including operation screens and appearances, may vary from the equipment installed at your site.",Special Port Usage
Special Port Usage,Special Port Usage
Introduction,Special Port Usage
Overview:,Special Port Usage
"Be sure to set the carrier, that stores the wafers which are used for the processes other than the production lot process such as dummy process or cleaning, to the special port. Also, set the usage of the wafer in the dummy storage.",Special Port Usage
"The wafers in the carrier and the dummy storage, that are not set to the special port, cannot be used for other than product lot process.",Special Port Usage
Dummy Port and Test Port,Special Port Usage
"There are two types of special ports; dummy port and test port. When setting the dummy storage to the special port, it should be used only as a dummy port.",Special Port Usage
Prepare different carriers since the usage of the dummy port and the test port differs.,Special Port Usage
"The wafers in the dummy port are used for the following usage. Set the usage and the process module, in which the wafer will be used, for each wafer.",Special Port Usage
